公司名称,地区,地址,联系人,职务,电子邮件,电话号码,邮政编码,主营,,客户类别,所属新野,人数,注册资金,开业日期,传真
上海莲南汽车附件有限公司,上海,上海市浦东新区北蔡镇五星路３６５号,朱建忠,,,58430031,201204,生产汽车助力系统软管总成、电子喷射发动机用燃油分配器总成及其他汽车零件，销售自产产品（涉及许可经营的凭许可证经营）。,,与大陆合资经营企业,汽车零部件及配件制造业,166,180,2002-1-31
上海广电忠麟电子企业有限公司,上海,上海市田林路１４０号上广电（ＳＶＡ）田林都市工业园区,徐为扈,,,64064648,200233,生产电子线路板卡，数位化温控器，数位化激光影碟机和调谐器等电子产品，提供售后服务，并生产数码相机，销售自产产品。（涉及许可经营的凭许可证经营）,,中外合资经营企业,其他电子设备制造业,300,210,2002-8-26
上海新东京建筑工程有限公司,上海,上海市崇明县城桥镇秀山路１０号,吉原一夫,,,69625816,202150,承接国内外工业与民用设备及仪表安装工程，建筑装饰施工工程和与之相关的设计，技术咨询业务。（涉及许可经营的凭许可证经营）,,中外合作经营企业,设备安装业,217,162,2002-6-27
上海华顿包装彩印有限公司,上海,上海市沪太路１８９５弄５１号,林铭华,,,56510693,200436,商品包装的设计和制作，产品说明书，目录的设计和制作，电子分色制版，代办印刷业务，书刊装帧，版式设计（不涉及书刊印刷），商标标识，彩色包装袋，纸制品设计制作，纸制包装用品，以介绍产品为内容的广告宣传品的,,与大陆合作经营企业,包装装潢印刷业,110,160,2002-8-26
上海优泰运动器材有限公司,上海,上海市嘉定区黄渡镇嘉松北路６５７８号,吴建辉,,,59596650,201804,生产高尔夫球具系列产品（球头、球杆、球套、球袋、握把、手套、毛巾等）及不锈钢零配件，销售本公司自产产品（涉及许可经营的凭许可证经营）。,,中外合作经营企业,体育器材制造业,250,350,2002-9-3
上海英雄埃可迪门窗有限公司,上海,上海市川北公路２４００号,王惠珍,,,58910022-123,201204,生产，加工塑料，金属窗门及型材制品和配件。销售公司自产产品（涉及许可经营的凭许可证经营）。,,中外合资经营企业,金属门窗制造业,40,130,2002-8-6
一胜百模具技术（上海）有限公司,上海,上海市莘庄工业区沪闵路４０８８号,HANS OLOF HELLSPONG,,,54422345,201108,工具钢制品及其配件之加工，硬化处理及售后服务，精冲模，销售自产产品（涉及许可经营的凭许可证经营）,,外资企业,模具制造业,75,120,2002-5-28
上海易川消防工程有限公司,上海,上海市川公路１４６弄５２号,曹晨敏,,,63305327,200080,甲级钢结构防火涂料施工，甲级火灾自动报警系统，乙级自动喷水灭火系统，通风管道设备安装，消防探头清洗服务。（涉及许可经营的凭许可证经营）,,私营经济,装修装饰业,45,300,2002-5-29
上海华新医材有限公司,上海,上海市青浦区华新镇方黄公路６３１８号,郑永柱,,,59799888,201708,生产各种医用手套，医用护理包，自动浸渍橡塑制品生产设备及制品，销售公司自产产品。（涉及许可经营的凭许可证经营）。,,外资企业,医用材料及医疗用品制造业,300,320,2002-3-20
上海霍尼韦尔置信非晶体金属有限公司,上海,上海市长宁区天山西路１０２８号,徐锦鑫,,,52177505,200335,生产用于配电变压器及特殊电子产品的非晶金属铁芯及其配套产品。销售自产产品（涉及许可经营的凭许可证经营）,,中外合资经营企业,变压器制造业,50,354,2002-8-13
上海依赛工业有限公司,上海,上海市金山区干巷镇,罗顺德,,,57202733,201518,生产汽车变速箱拨叉系列，铰链系列，弯管系列，踏脚板等总成和相关零件。销售自产产品（涉及许可经营的凭许可证经营）。,,中外合资经营企业,汽车零部件及配件制造业,50,250,2002-2-9
上海申真阿里佳托涂料有限公司,上海,上海市普陀区长寿路４６８号１７楼,杨慧珠,,,62987703,200060,生产水性涂料，涂料助剂及其相关的配套件，销售自产产品。（涉及许可经营的凭许可证经营）。,,中外合资经营企业,涂料制造业,45,110,2002-9-26
中波物流有限公司,上海,上海市延安东路５５号,JERZY KORECKI,,,63558779,200002,承办海运进出口货物的国际运输代理业务，包括揽货，订舱，仓储，中转，集装箱拼装拆箱，结算运杂费，报关，报验，保险相关的短途运输服务及咨询业务（涉及许可经营的凭许可证经营）,,中外合资经营企业,水运辅助业,31,148,2002-5-31
上海汇中石材有限公司,上海,上海市嘉定区沪嘉辅道仓场村,廖明山,,,59901688,201818,生产加工各种石材，石材仿制品和辅助材料，销售本公司自产产品（涉及许可经营的凭许可证经营）。,,与大陆合作经营企业,建筑用石加工业,45,400,2002-5-14
罗地亚有机硅（上海）有限公司,上海,上海市闵行区莘庄工业区金都路３９６６号,王利伟,,,,201108,开发、生产有机硅橡胶，有机硅树脂产品，密封胶组合物，辅助催化剂，有剂硅乳液，有机硅除泡剂，销售自产产品（涉及许可经营的凭许可证经营）,,外资企业,有机硅氟材料制造业,52,310,2002-7-9
上海明珠手套有限公司,上海,上海市崇明县建设公路１３３３号,李振家,,,59333390,202155,生产手套，针织坯布，祙子，销售自产产品（涉及许可经营的凭许可证经营）,,中外合资经营企业,棉针织品业,381,125,2002-6-13
三菱汽车（上海）有限公司,上海,上海市外高桥保税区富特北路１３１号,三木健一,,,62707726,200131,保税区内以汽车配件为主的仓储业务、分拨业务，售后服务，及商业性简单加工，以汽车，汽车配件为主的国际贸易及贸易咨询，日本三菱汽车公司及其子公司产品的售后服务咨询及技术服务咨询；保税区企业间贸易及区内贸易,,外资企业,仓储业,31,150,2002-10-14
奇福精密塑胶（上海）有限公司,上海,上海市外高桥保税区富特南路１６５号,郑良贵,,,50481146,200131,制造，加工及销售各类塑料成型的电子产品零部件，区内仓储及商业性简单加工，国际贸易及保税区企业间的贸易（涉及许可经营的凭许可证经营）。,,港、澳、台独资企业,其他塑料制品业,99,280,2002-6-10
上海满天星俱乐部有限公司,上海,上海市卢湾区淮海中路９１８号,潘济成,,,64159587,200023,卡拉ＯＫ，ＫＴＶ，歌舞厅，迪斯科舞厅，餐饮，音乐茶座，酒吧，商务服务，附设卖品部。（涉及许可经营的凭许可证经营）,,与大陆合作经营企业,娱乐服务业,151,112,2002-2-21
上海振欣电子工程有限公司,上海,上海市松江区泗泾镇望东南路１３９号,严振远,,,57619950,201601,生产电子镇流器，汽车防盗器，灯具及零部件（电子，灯具），销售自产产品（涉及许可经营的凭许可证经营）。,,中外合作经营企业,灯用电器附件制造业,1582,115,2002-3-5
上海美吉食品有限公司,上海,上海市闵行区七宝镇沪松公路９９号,赖大成,,,64781177,201101,生产糖果，面制品，果冻，冰品（非碳酸类），烘焙食品，冲泡类制品，巧克力制品，类制品，水果类制品，果汁包装，饮料（非外国品牌、无酒精）销售自产产品（涉及许可经营的凭许可证经营）,,中外合作经营企业,糖果业,150,152,2002-5-22
上海和裕丰田汽车服务有限公司,上海,上海市闵行区沪青平路９９９号,陈顺德,,,64202769,201106,生产汽车零配件，汽车维修，清洗服务，销售自产产品（产品出口不涉及许可证）（涉及许可经营的凭许可证经营）,,与大陆合作经营企业,汽车零部件及配件制造业,60,250,2002-8-1
上海高罗输送装备有限公司,上海,上海市长宁区虹桥路９９６弄４５号,陈晓理,,,64785028-806,200051,生产、销售输送设备的输送带接头，钉扣机，粘胶，托辊，清扫器及相关辅助工具并提供有效的售后服务。（涉及许可经营的凭许可证经营）,,中外合资经营企业,起重运输设备制造业,39,139,2002-8-27
上海裕纪金属制品有限公司,上海,上海市松江区九亭镇久富经济开发区盛龙路６号,寒川亨,,,67690030,201615,生产金属制品（各类垫圈，螺钉，螺帽）及标准件和非标准件。销售公司自产产品及自有厂房出租（涉及许可经营的凭许可证经营）,,外资企业,紧固件制造业,100,100,2002-10-17
环球迈特照明电子有限公司,上海,上海市闵行区莲花路１１８１号,Patrick A. Sullivan,,,64808118,201102,生产电子镇流器，电子元器件，节能照明灯器具配件，销售自产产品。（涉及许可经营的凭许可证经营）,,外资企业,整流器制造业,127,250,2002-6-5
富士施乐实业发展（上海）有限公司,上海,上海市外高桥保税区日京路７９号８层Ｄ单元,河田义宏,,,58664848,200131,施乐及富士胶片产品及其零部件的区内仓储分拨及商业性简单加工，国际贸易，保税区企业间的贸易及区内贸易咨询服务，与国内非保税区拥有外贸进出口权的企业进行贸易，施乐产品的售后服务，技术咨询，技术培训，在区内,,外资企业,仓储业,30,100,2002-8-30
华特麦尔工具（上海）有限公司,上海,上海闵行区颛桥镇光华路１３５号,DENNIS,,,64890147-607,201108,生产并销售木工工具。五金工具，电动工具，砂轮机，磨光机，上述产品的纸箱和皮革及木箱包装，提供售后服务，提供技术咨询服务。（涉及许可经营的凭许可证经营）,,与大陆合作经营企业,手工具制造业,130,100,2002-8-29
依必安电动机和风机（上海）有限公司,上海,上海市外高桥保税区华京路４１８（Ｂ）号,THOMAS　BORST,,,50460183,200131,电动机，风机的生产性加工和销售，区内仓储业务及商品展示，国际贸易，转口贸易，保税区企业间的贸易及区内贸易代理，技术及贸易咨询服务（涉及许可经营的凭许可证经营）。,,外资企业,电动机制造业,100,120,2002-8-2
上海明恒助剂有限公司,上海,上海市浦东新区老杨高路２３４５号４号厂房,苏援超,,,58654152,201208,生产纺织助剂，造纸助剂，印染助剂等相关产品，桨料，染化料的配比合成与深加工，销售自产产品，并提供产品技术服务（涉及许可证凭许可证经营）,,港、澳、台独资企业,化学试剂、助剂制造业,40,150,2002-8-5
大成美食（上海）有限公司,上海,上海市松江区茸北工业区茸平路４８号,韩家宸,,,57781329,201613,生产，加工（含委托加工）鸡肉，猪肉及其它各式肉品，冷食保鲜加工调理食品，销售自产产品（涉及许可经营的凭许可证经营）,,外资企业,肉制品加工业,91,300,2002-7-18
上海诺克金属丝网有限公司,上海,上海市松江区泗泾镇西部工业区,庄忠华,,,57618446,201601,生产销售各种规格的镀锌六角铁丝网，丝网制品，铁丝，元钉,,中外合资经营企业,金属丝绳及其制品业,50,280,2002-9-6
上海迈仕制笔有限公司,上海,上海市嘉定区封浜镇曹安路１６号桥,沈青桦,,,59139850,201812,生产水彩笔，原子笔及相关模具类，文具类，销售本公司自产产品,,中外合作经营企业,笔制造业,125,100,2002-5-30
默克（上海）贸易有限公司,上海,上海市外高桥保税区基隆路１号汤臣国贸大楼９０８室,THOMAS SCHRECKENBACH,,,62483388,200127,国际贸易，转口贸易，保税区企业间的贸易及区内贸易代理，区内商业性简单加工及商品展示，贸易及技术咨询服务（涉及许可经营的凭许可证经营）。,,外资企业,商业经纪与代理业,60,200,2002-7-15
